date,Open,High,Low,Close,Volume,avg_sentiment,sentiment_std,news_count,Return,MA20,MA50,Volatility,Target
2010-05-06,1948.25,1964.1,1752.31,1893.75,785103448.0,0.0,0.0,0.0,-0.032942510187615515,2010.2685000000001,1957.77,0.014340481167913356,0
2010-05-07,1879.76,1901.89,1808.07,1849.44,728917241.0,0.0,0.0,0.0,-0.023398019801980197,2003.0190000000002,1958.5006,0.014922646837564035,2
2010-05-10,1931.52,1942.64,1923.52,1942.61,495137931.0,0.0,0.0,0.0,0.05037741154079067,2000.3670000000002,1960.9791999999998,0.019206588519424583,1
2010-05-11,1920.24,1966.48,1918.12,1940.48,439455172.0,0.0,0.0,0.0,-0.0010964630059558944,1997.2005000000001,1962.8608000000002,0.019166798214511473,2
2010-05-12,1951.99,1977.42,1947.2,1975.58,405500000.0,0.0,0.0,0.0,0.018088308047493395,1994.5385,1965.3481999999997,0.01942033144156176,0
2010-05-13,1969.44,1983.13,1940.44,1945.52,409525862.0,0.0,0.0,0.0,-0.01521578473157248,1989.8825000000002,1967.2272,0.019611582337173587,0
2010-05-14,1928.58,1929.91,1885.51,1907.1,457417241.0,0.0,0.0,0.0,-0.019747933714379773,1984.5955,1968.1748,0.019873851684197186,1
2010-05-17,1911.38,1920.75,1872.92,1915.45,419737931.0,0.0,0.0,0.0,0.004378375544019875,1979.6915000000001,1968.7126,0.019924739234175776,0
2010-05-18,1929.12,1933.25,1878.55,1887.06,429363793.0,0.0,0.0,0.0,-0.014821582395781685,1972.8645000000001,1968.636,0.020034842934450917,0
2010-05-19,1879.32,1894.41,1850.96,1873.42,456234483.0,0.0,0.0,0.0,-0.007228175044778573,1964.809,1968.0767999999998,0.019945078536247662,0
2010-05-20,1830.17,1839.99,1798.2,1800.12,589727586.0,0.0,0.0,0.0,-0.03912630376530635,1952.557,1965.7322,0.02129374807103468,2
2010-05-21,1772.34,1834.69,1767.94,1822.77,584425862.0,0.0,0.0,0.0,0.012582494500366748,1940.929,1963.7114,0.021569092906951418,1
2010-05-24,1818.46,1841.11,1814.17,1815.28,370693103.0,0.0,0.0,0.0,-0.0041091306089083846,1929.2385000000002,1961.5284,0.021563278830300327,1
2010-05-25,1769.32,1818.28,1756.63,1815.68,507996552.0,0.0,0.0,0.0,0.00022035168128331506,1919.7100000000003,1959.4402000000002,0.0213011685064667,0
2010-05-26,1827.58,1850.8,1793.03,1796.47,530568966.0,0.0,0.0,0.0,-0.010580058160028272,1909.1539999999998,1956.7248000000002,0.021298717296689487,2
2010-05-27,1837.65,1863.87,1831.78,1862.71,415210345.0,0.0,0.0,0.0,0.036872310698202515,1900.145,1955.2546,0.02277615391708941,0
2010-05-28,1865.89,1867.72,1836.23,1852.39,373377586.0,0.0,0.0,0.0,-0.005540314917512612,1892.7330000000002,1953.4235999999999,0.022454296910923807,0
2010-06-01,1846.6,1878.04,1832.96,1835.04,373760345.0,0.0,0.0,0.0,-0.009366278159566921,1882.9050000000002,1951.4758000000002,0.02202613377572788,2
2010-06-02,1844.69,1879.59,1832.58,1879.59,377610345.0,0.0,0.0,0.0,0.024277399947685074,1878.4360000000001,1950.0757999999998,0.022051550490282127,2
2010-06-03,1883.25,1898.93,1871.59,1895.66,387767241.0,0.0,0.0,0.0,0.00854973691070926,1875.306,1948.725,0.0221613329501778,0
2010-06-04,1857.83,1879.31,1824.71,1832.04,403875862.0,0.0,0.0,0.0,-0.03356087062025892,1872.2205,1946.329,0.02220804994556576,0
2010-06-07,1839.77,1845.3,1795.54,1798.16,389081034.0,0.0,0.0,0.0,-0.018493046003362323,1869.6564999999998,1943.3092000000001,0.02197849021710247,1
2010-06-08,1799.26,1805.84,1770.46,1795.7,464927586.0,0.0,0.0,0.0,-0.001368065133247387,1862.3109999999997,1940.1706,0.0183336451824839,0
2010-06-09,1805.87,1823.21,1774.05,1778.92,400872414.0,0.0,0.0,0.0,-0.009344545302667484,1854.2330000000002,1936.5246,0.018363220404907996,2
2010-06-10,1800.57,1831.81,1796.32,1830.09,377213793.0,0.0,0.0,0.0,0.028764643716412186,1846.9585,1933.7672,0.019181475158112173,2
2010-06-11,1814.25,1848.62,1811.99,1847.15,323641379.0,0.0,0.0,0.0,0.00932194591522828,1842.0400000000002,1931.5434,0.019187027344994428,1
2010-06-14,1862.7,1876.94,1844.16,1845.48,336536207.0,0.0,0.0,0.0,-0.0009040954984707028,1838.959,1929.2618,0.018748799211609678,2
2010-06-15,1855.69,1898.79,1855.69,1897.48,394665517.0,0.0,0.0,0.0,0.028176951253874316,1838.0605,1927.6548,0.019861932061036692,1
2010-06-16,1891.26,1913.21,1888.22,1905.31,333862069.0,0.0,0.0,0.0,0.004126525707780715,1838.973,1926.122,0.019581925164983464,1
2010-06-17,1914.75,1916.24,1894.27,1910.65,314082759.0,0.0,0.0,0.0,0.002802693524938338,1840.8345000000002,1924.789,0.019497434765424596,1
2010-06-18,1911.06,1925.2,1906.85,1913.48,351246552.0,0.0,0.0,0.0,0.0014811713291287276,1846.5025,1923.444,0.01704035799983523,0
2010-06-21,1939.77,1939.77,1885.2,1895.84,329431034.0,0.0,0.0,0.0,-0.009218805527102525,1850.1559999999997,1921.4722,0.0171054566633835,0
2010-06-22,1903.31,1917.26,1877.97,1880.54,333525862.0,0.0,0.0,0.0,-0.008070301291248194,1853.4189999999999,1919.17,0.01720384974404129,1
2010-06-23,1883.97,1889.73,1859.05,1874.42,332663793.0,0.0,0.0,0.0,-0.0032543843789549776,1856.3559999999998,1916.5822,0.01723929178676198,0
2010-06-24,1868.47,1871.13,1839.32,1844.59,355924138.0,0.0,0.0,0.0,-0.015914256143233718,1858.7620000000002,1912.8975999999998,0.017479414566499003,1
2010-06-25,1848.82,1857.31,1829.3,1838.52,610405172.0,0.0,0.0,0.0,-0.0032907041673216897,1857.5524999999998,1908.8952,0.015378571406529033,1
2010-06-28,1843.27,1852.66,1823.51,1836.0,323575862.0,0.0,0.0,0.0,-0.0013706677109849297,1856.7329999999997,1905.3584,0.01533543631101756,0
2010-06-29,1805.55,1807.09,1752.56,1764.06,487429310.0,0.0,0.0,0.0,-0.03918300653594775,1853.184,1900.369,0.017549362878978795,0
2010-06-30,1761.98,1776.61,1734.9,1739.14,383027586.0,0.0,0.0,0.0,-0.01412650363366319,1846.1615000000002,1894.6798,0.016619551089062535,1
2010-07-01,1741.93,1747.25,1700.04,1734.41,468460345.0,0.0,0.0,0.0,-0.002719735041457283,1838.0989999999997,1888.6773999999998,0.01636997921143174,1
2010-07-02,1736.25,1742.36,1712.92,1728.34,288331034.0,0.0,0.0,0.0,-0.0034997491942505565,1832.9140000000002,1882.3409999999997,0.01485233017748637,1
2010-07-06,1752.98,1763.88,1719.2,1734.68,374660345.0,0.0,0.0,0.0,0.0036682597174166887,1829.7400000000002,1875.928,0.014441240376496833,2
2010-07-07,1739.01,1790.18,1736.99,1789.72,379224138.0,0.0,0.0,0.0,0.031729195010030686,1829.441,1870.7406,0.016262343387520306,1
2010-07-08,1801.55,1805.83,1777.44,1798.31,350694828.0,0.0,0.0,0.0,0.004799633462217567,1830.4105,1866.5818,0.01614358747881753,2
2010-07-09,1797.04,1815.24,1793.0,1814.79,274587931.0,0.0,0.0,0.0,0.009164159683258122,1829.6455,1862.7258,0.014894659191473314,1
2010-07-12,1814.49,1831.62,1808.7,1821.03,304822414.0,0.0,0.0,0.0,0.0034384143619923258,1828.3395,1858.2885999999999,0.0147517420099576,2
2010-07-13,1835.02,1851.25,1822.25,1845.03,392841379.0,0.0,0.0,0.0,0.01317935454111141,1828.3170000000002,1855.1765999999998,0.015069588719325762,1
2010-07-14,1847.92,1863.52,1840.62,1853.41,381553448.0,0.0,0.0,0.0,0.004541931567508373,1826.1135,1851.6127999999999,0.013607368761470385,1
2010-07-15,1849.24,1860.35,1830.7,1856.24,346827586.0,0.0,0.0,0.0,0.0015269152535055674,1823.6600000000003,1849.3582000000001,0.013567315696946617,0
2010-07-16,1845.5,1850.73,1802.54,1803.48,378474138.0,0.0,0.0,0.0,-0.028423048743696944,1818.3015,1846.2626,0.014819442406301883,2
2010-07-19,1807.99,1822.71,1794.56,1819.28,299153448.0,0.0,0.0,0.0,0.008760840153481109,1813.5914999999998,1844.7732,0.015017609301603977,2
2010-07-20,1789.93,1841.16,1784.55,1840.67,333322414.0,0.0,0.0,0.0,0.0117573985312871,1810.833,1844.5978,0.015248001594083922,0
2010-07-21,1859.6,1859.85,1813.28,1817.3,383108621.0,0.0,0.0,0.0,-0.012696463787642553,1807.6709999999998,1842.0916,0.01538951590447383,2
2010-07-22,1842.38,1870.41,1842.38,1863.1,381589655.0,0.0,0.0,0.0,0.025202223078192976,1807.1050000000002,1840.5439999999999,0.01650325456454413,2
2010-07-23,1851.81,1875.38,1846.32,1875.38,415620690.0,0.0,0.0,0.0,0.006591165262197496,1808.6444999999999,1838.54,0.016136626318052072,2
2010-07-26,1875.77,1890.4,1867.84,1890.4,373151724.0,0.0,0.0,0.0,0.008009043500517121,1811.2385000000002,1837.4376000000002,0.016178006054338202,1
2010-07-27,1899.13,1900.15,1880.22,1888.81,356101724.0,0.0,0.0,0.0,-0.0008410918324165406,1813.8790000000001,1837.0718,0.01617346294996697,0
2010-07-28,1887.46,1894.69,1866.68,1872.62,318710345.0,0.0,0.0,0.0,-0.008571534458203911,1819.307,1836.2151999999999,0.013311693110672944,0
2010-07-29,1884.07,1887.41,1841.36,1860.3,400791379.0,0.0,0.0,0.0,-0.0065790176330488,1825.3649999999998,1835.68,0.012898979229122951,1
2010-07-30,1842.33,1874.64,1833.9,1864.0,368725862.0,0.0,0.0,0.0,0.001988926517228373,1831.8445,1835.4916,0.012823154069957456,2
2010-08-02,1886.61,1902.67,1879.77,1898.99,336758621.0,0.0,0.0,0.0,0.018771459227467924,1840.3769999999997,1837.469,0.013129534679201992,1
2010-08-03,1898.46,1898.63,1881.58,1891.81,344315517.0,0.0,0.0,0.0,-0.003780957245693828,1848.2334999999998,1838.8498000000002,0.0132682835498463,2
2010-08-04,1898.81,1911.01,1891.23,1909.2,348617241.0,0.0,0.0,0.0,0.009192255036182262,1854.2075,1840.7282,0.011690900811291366,1
2010-08-05,1900.07,1907.8,1892.5,1904.95,305913793.0,0.0,0.0,0.0,-0.0022260632725749074,1859.5395,1842.5135999999998,0.011748927685900301,1
2010-08-06,1883.32,1905.01,1873.44,1902.88,323556897.0,0.0,0.0,0.0,-0.0010866426940339124,1863.944,1844.6417999999999,0.011687013818227754,2
2010-08-09,1911.38,1918.78,1902.98,1915.17,278375862.0,0.0,0.0,0.0,0.006458631127554071,1868.6509999999998,1845.691,0.01172008978263264,0
2010-08-10,1896.71,1908.73,1882.6,1899.24,351653448.0,0.0,0.0,0.0,-0.008317799464277353,1871.3615000000002,1846.6280000000002,0.011683402121870684,0
2010-08-11,1866.0,1866.0,1838.89,1845.38,392148276.0,0.0,0.0,0.0,-0.02835871190581496,1870.9600000000003,1846.8347999999999,0.013421541458370417,0
2010-08-12,1808.63,1839.24,1807.46,1832.17,377531034.0,0.0,0.0,0.0,-0.007158417236558301,1869.7565,1845.8864,0.01350532008053348,0
2010-08-13,1825.29,1832.46,1818.3,1818.8,276731034.0,0.0,0.0,0.0,-0.007297357777935498,1870.5225000000003,1844.3491999999999,0.011948211163086725,1
2010-08-16,1806.97,1834.05,1801.74,1821.51,280624138.0,0.0,0.0,0.0,0.001489993402243206,1870.634,1844.1386000000002,0.011792946561160929,2
2010-08-17,1833.15,1860.68,1831.27,1845.37,299460345.0,0.0,0.0,0.0,0.013099022239789981,1870.869,1845.0828,0.011866171360310474,1
2010-08-18,1841.42,1862.37,1834.2,1850.8,285268966.0,0.0,0.0,0.0,0.0029424993361766294,1872.5440000000003,1846.1848,0.011481019162659863,0
2010-08-19,1842.79,1847.62,1811.57,1823.0,361172414.0,0.0,0.0,0.0,-0.015020531661984027,1870.539,1847.0664000000002,0.010494556309597725,1
2010-08-20,1818.42,1829.92,1810.62,1825.75,327327586.0,0.0,0.0,0.0,0.0015085024684586834,1868.0575000000001,1846.9796,0.010360858380442288,0
2010-08-23,1833.33,1842.79,1807.84,1808.31,287224138.0,0.0,0.0,0.0,-0.009552238805970226,1863.953,1846.2028,0.010275191863962628,0
2010-08-24,1783.2,1793.43,1767.36,1775.27,369250000.0,0.0,0.0,0.0,-0.018271203499399924,1858.2759999999998,1844.7986,0.010878298774099633,2
2010-08-25,1762.68,1798.38,1758.62,1790.88,348186207.0,0.0,0.0,0.0,0.008793028666062241,1854.1889999999999,1842.6665999999998,0.011104060624821485,0
2010-08-26,1797.35,1800.62,1767.85,1769.02,311122414.0,0.0,0.0,0.0,-0.012206289645314117,1849.625,1839.9407999999999,0.011291368028367246,2
2010-08-27,1780.11,1794.29,1747.32,1791.64,368025862.0,0.0,0.0,0.0,0.012786740681281161,1846.007,1837.5606,0.011763153545460528,0
2010-08-30,1785.98,1798.47,1772.07,1772.07,273310345.0,0.0,0.0,0.0,-0.010922953271862768,1839.6609999999996,1834.7324,0.010854020133154051,1
2010-08-31,1762.54,1781.47,1755.38,1767.43,359329310.0,0.0,0.0,0.0,-0.002618406722082023,1833.4419999999998,1832.1642,0.010854965340731715,2
2010-09-01,1791.91,1824.66,1791.42,1820.05,367925862.0,0.0,0.0,0.0,0.029772041891333645,1828.9845,1830.9544,0.012889976951538385,2
2010-09-02,1822.83,1840.58,1817.99,1840.58,289756897.0,0.0,0.0,0.0,0.011279909892585316,1825.766,1830.2776000000001,0.013243504769263436,2
2010-09-03,1864.03,1870.31,1851.6,1870.31,284101724.0,0.0,0.0,0.0,0.01615251714133592,1824.1375,1830.7920000000001,0.013829068219829843,0
2010-09-07,1862.88,1870.06,1854.43,1856.5,290558621.0,0.0,0.0,0.0,-0.007383802685116292,1821.2040000000002,1831.1516000000001,0.013794490265502578,2
2010-09-08,1863.71,1887.17,1863.53,1880.0,347967241.0,0.0,0.0,0.0,0.012658227848101333,1820.2419999999997,1832.0316,0.014041183016483084,1
2010-09-09,1897.01,1897.93,1882.79,1886.14,294250000.0,0.0,0.0,0.0,0.003265957446808576,1822.28,1834.4732000000001,0.012415307853015015,1
2010-09-10,1887.83,1895.92,1879.71,1892.34,291805172.0,0.0,0.0,0.0,0.0032871366918678646,1825.2885,1837.5372,0.012265501930616594,2
2010-09-13,1908.75,1924.61,1908.41,1921.67,334074138.0,0.0,0.0,0.0,0.01549932887324701,1830.432,1841.2823999999998,0.012444473621816787,1
2010-09-14,1917.83,1938.01,1913.71,1928.59,358453448.0,0.0,0.0,0.0,0.0036010345168524527,1835.786,1845.2874000000002,0.012441480188742225,2
2010-09-15,1923.97,1942.34,1918.1,1939.6,356401724.0,0.0,0.0,0.0,0.005708833914932709,1840.4975,1849.3857999999998,0.012231650991403048,1
2010-09-16,1937.18,1949.39,1931.72,1948.11,311944828.0,0.0,0.0,0.0,0.004387502577851032,1845.3629999999998,1852.5536,0.01223827018132287,1
2010-09-17,1959.26,1961.01,1945.52,1955.83,419393103.0,0.0,0.0,0.0,0.003962815241439044,1852.0044999999998,1855.704,0.01151134156716324,2
2010-09-20,1962.15,1992.8,1960.43,1989.43,343020690.0,0.0,0.0,0.0,0.017179407208193,1860.1884999999997,1859.1968000000002,0.011889651192313071,1
2010-09-21,1990.19,2002.79,1980.47,1989.11,366396552.0,0.0,0.0,0.0,-0.00016085009274025008,1869.2285,1862.5584000000003,0.011489632475123926,1
2010-09-22,1979.9,1996.45,1972.83,1982.76,374174138.0,0.0,0.0,0.0,-0.003192382522836823,1879.6030000000003,1865.313,0.010329538883341911,1
2010-09-23,1968.03,2002.46,1967.82,1982.15,331570690.0,0.0,0.0,0.0,-0.00030765195989423955,1889.1665,1867.8878,0.010381449049984972,2
2010-09-24,2006.53,2023.85,2002.55,2023.84,343686207.0,0.0,0.0,0.0,0.021032716999217937,1901.9075,1871.2397999999998,0.010115978616823892,0
2010-09-27,2021.68,2026.42,2010.53,2010.99,322951724.0,0.0,0.0,0.0,-0.006349316151474382,1912.875,1875.39,0.010420270567363863,1
2010-09-28,2013.57,2017.57,1979.74,2012.43,366505172.0,0.0,0.0,0.0,0.0007160652216073871,1924.893,1879.2530000000002,0.009737293750804213,1
2010-09-29,2008.14,2017.24,2000.91,2009.08,358263793.0,0.0,0.0,0.0,-0.0016646541743067234,1936.9755,1882.6212,0.00969290996923207,0
2010-09-30,2021.49,2029.65,1986.33,1998.04,416948276.0,0.0,0.0,0.0,-0.005495052461823358,1945.875,1886.236,0.008345325280895346,1
2010-10-01,2014.47,2017.23,1987.71,1996.6,333215517.0,0.0,0.0,0.0,-0.0007207062921663621,1953.676,1888.906,0.008279162279924203,0
2010-10-04,1990.13,1997.67,1963.68,1975.33,327927586.0,0.0,0.0,0.0,-0.01065311028748872,1958.9270000000001,1890.905,0.008395753452475476,2
2010-10-05,1996.38,2026.46,1996.21,2024.63,379908621.0,0.0,0.0,0.0,0.024957855143191265,1967.3335,1893.5896,0.009392827846152398,0
2010-10-06,2021.21,2024.92,1992.65,2006.52,362724138.0,0.0,0.0,0.0,-0.008944844243145678,1973.6595000000002,1895.9438,0.009630574451616481,1
2010-10-07,2016.08,2017.44,1996.25,2011.63,318317241.0,0.0,0.0,0.0,0.0025466977652852663,1979.934,1898.7240000000002,0.009632072733562886,2
2010-10-08,2014.99,2030.89,1999.89,2027.03,344996552.0,0.0,0.0,0.0,0.007655483364236826,1986.6684999999998,1902.0586,0.00968189230450018,1
2010-10-11,2028.53,2037.12,2021.43,2026.98,265515517.0,0.0,0.0,0.0,-2.466663048894535e-05,1991.934,1905.3182000000002,0.009282290814872586,2
2010-10-12,2023.75,2045.08,2007.13,2041.55,338089655.0,0.0,0.0,0.0,0.007188033429042173,1997.5819999999999,1908.1694,0.009334882029114103,2
2010-10-13,2052.5,2067.06,2048.05,2057.25,395594828.0,0.0,0.0,0.0,0.0076902353603880425,2003.4645,1911.4782,0.009376780310334707,1
2010-10-14,2058.35,2062.26,2043.7,2054.51,347334483.0,0.0,0.0,0.0,-0.0013318750759507836,2008.7845000000002,1914.3844,0.009419040747787067,2
2010-10-15,2078.63,2097.73,2062.84,2097.73,384967241.0,0.0,0.0,0.0,0.021036646207611476,2015.8795000000002,1918.24,0.010274051598676255,1
2010-10-18,2100.21,2105.07,2091.15,2104.15,297363793.0,0.0,0.0,0.0,0.0030604510590019895,2021.6154999999999,1922.2654,0.00976109728241168,0
2010-10-19,2063.96,2105.07,2054.61,2069.73,386524138.0,0.0,0.0,0.0,-0.01635814937148017,2025.6465,1925.3566,0.010655205874098576,2
2010-10-20,2075.47,2100.16,2072.54,2085.75,347718966.0,0.0,0.0,0.0,0.007740140018263286,2030.7959999999998,1929.0868,0.010652963333836581,1
2010-10-21,2097.17,2106.24,2069.45,2090.1,368186207.0,0.0,0.0,0.0,0.002085580726357339,2036.1934999999999,1933.9812000000002,0.01063213785736822,2
2010-10-22,2089.22,2105.44,2086.89,2104.21,284168966.0,0.0,0.0,0.0,0.006750873163963611,2040.212,1939.4219999999998,0.00978227862054381,1
2010-10-25,2113.23,2127.26,2112.28,2113.55,301089655.0,0.0,0.0,0.0,0.004438720469915225,2045.3400000000001,1945.317,0.009593602685741307,1
2010-10-26,2100.53,2123.81,2094.84,2119.05,330060345.0,0.0,0.0,0.0,0.0026022568664096912,2050.6710000000003,1951.2678,0.009584060526754071,1
2010-10-27,2108.11,2127.21,2104.99,2125.88,347110345.0,0.0,0.0,0.0,0.0032231424459072677,2056.511,1956.878,0.009531010152014319,1
2010-10-28,2135.14,2135.69,2112.09,2129.73,344541379.0,0.0,0.0,0.0,0.0018110147327223824,2063.0955000000004,1962.4566,0.009331346418321397,1
2010-10-29,2126.76,2137.33,2124.45,2124.45,356672414.0,0.0,0.0,0.0,-0.0024791875026413113,2069.4880000000003,1968.4856,0.00937877128144292,1
2010-11-01,2135.57,2148.07,2117.59,2128.42,328412069.0,0.0,0.0,0.0,0.0018687189625550271,2077.1425,1974.539,0.008809527048528198,2
2010-11-02,2146.98,2155.46,2141.62,2151.72,330168966.0,0.0,0.0,0.0,0.010947087510923437,2083.4970000000003,1981.4072,0.007495549459899192,1
2010-11-03,2151.19,2159.68,2132.69,2158.36,343174138.0,0.0,0.0,0.0,0.0030859033703272143,2091.089,1989.069,0.006942473549002165,2
2010-11-04,2183.1,2193.66,2179.06,2187.8,429663793.0,0.0,0.0,0.0,0.013639985915231856,2099.8975,1997.0074000000002,0.007282258553388459,1
2010-11-05,2188.32,2191.24,2179.86,2186.71,360836207.0,0.0,0.0,0.0,-0.0004982173873298024,2107.8815000000004,2005.3612,0.007308672742589275,1
2010-11-08,2179.7,2191.49,2176.67,2188.94,310229310.0,0.0,0.0,0.0,0.00101979686378173,2115.9795,2013.3072,0.007283414353950928,0
2010-11-09,2195.78,2200.16,2166.96,2176.88,371960345.0,0.0,0.0,0.0,-0.005509516021453331,2122.746,2021.4034,0.007528796632386105,1
2010-11-10,2178.36,2189.38,2162.63,2187.74,344643103.0,0.0,0.0,0.0,0.004988791297636741,2129.2705,2029.8095999999998,0.0074687699254875435,0
2010-11-11,2153.82,2177.21,2145.09,2173.11,441375862.0,0.0,0.0,0.0,-0.0066872663113530795,2135.2005,2036.8708,0.00772776415520206,0
2010-11-12,2161.66,2171.23,2122.42,2137.95,377894828.0,0.0,0.0,0.0,-0.016179576735646295,2137.2115,2042.8182000000002,0.007594661501541763,1
2010-11-15,2147.06,2152.89,2129.69,2131.48,319346552.0,0.0,0.0,0.0,-0.0030262634766948793,2138.5780000000004,2048.0416,0.00762867909557489,0
2010-11-16,2114.43,2126.16,2085.27,2093.63,385187931.0,0.0,0.0,0.0,-0.017757614427533874,2139.773,2052.7842,0.0077976658485682205,1
2010-11-17,2093.72,2111.06,2090.34,2100.0,313148276.0,0.0,0.0,0.0,0.0030425624393994877,2140.4855,2057.1842,0.0076405416231273655,2
