ticker,datetime,title,top_sentiment,sentiment_score
C,11/4/2024 10:22,What's behind Warren Buffett's swelling cash pile at Berkshire Hathaway?,negative,0.454427898
C,11/5/2024 6:44,Use More to Get More with Citi This Travel Season,positive,0.394784808
C,11/5/2024 12:55,"Citi would be beneficiary of Trump victory, says UBS",positive,0.440627217
C,11/6/2024 9:35,'Trump Trade' in full swing as markets open for premarket trading,negative,0.365205616
C,11/6/2024 13:03,Bank stocks rise on deregulation bets as Trump wins the U.S. presidency,negative,0.404756904
C,11/6/2024 17:08,SA Asks: How will the U.S. election results impact financial stocks?,negative,0.408659369
C,11/8/2024 13:20,"Earlier Mexico IPO potential ‘good news’ from Citi 10-Q, says Wells Fargo",negative,0.387685388
C,11/8/2024 13:34,"Citi overhauls pay for wealth bankers, FT reports",positive,0.593340099
C,11/8/2024 15:30,Citi CEO says election outcome ‘unquestionably helps M&A prospects,neutral,0.406994432
C,11/10/2024 21:35,"Wall Street picks for bank stocks after Trump's victory include Capital One, PNC",neutral,0.366208315
C,11/11/2024 8:06,Barclays Remains a Hold on Citigroup (C),neutral,0.437125772
C,11/12/2024 22:25,Citigroup CEO says it's `game on' for M&A in the U.S. post election,negative,0.413082629
C,11/14/2024 17:15,"Citi under investigation for ties to Russian oligarch Kerimov, Barron’s reports",negative,0.384828508
C,11/14/2024 17:38,Citigroup under federal scrutiny for its ties to Russian oligarch Kerimov - report,negative,0.421253383
C,11/14/2024 22:45,Wells Fargo Sticks to Its Buy Rating for Citigroup (C),neutral,0.45898965
C,11/14/2024 22:48,Citi price target raised to $95 from $85 at Wells Fargo,positive,0.622206569
C,11/15/2024 19:28,"Citi credit card delinquency rate rises, net charge-offs fall in October",negative,0.361894876
C,11/16/2024 21:16,"Credit card delinquencies creep up, net charge-offs slide in October: Credit Pulse",negative,0.397010535
C,11/17/2024 11:20,Opening Day: Invizyne Technologies jumps after IPO,neutral,0.413679421
C,11/18/2024 17:07,"Overweight-rated Financial stocks, as group’s outlook looks attractive - MS",positive,0.469894648
C,11/19/2024 16:45,"FDIC Chairman Gruenberg to step down in January, Bloomberg reports",positive,0.419389755
C,11/20/2024 12:38,JPMorgan Chase cut to Perform at Oppenheimer after post-election rally,neutral,0.396764785
C,11/22/2024 12:55,Citi gets approval from Saudi Arabia for Riyadh regional HQ - report,neutral,0.4011437
C,11/22/2024 16:40,"Citi receives approval for regional office in Saudi Arabia, Reuters reports",negative,0.391980767
C,11/24/2024 12:40,"Opening Day: Heritage Distilling, Dynamix open for trading",neutral,0.438920945
C,11/26/2024 11:00,"Citi cuts promotions, raises as it seeks to overhaul the bank, FT says",positive,0.426448882
C,11/26/2024 17:05,"Trump threatens tariffs, Zoom reports Q3 beat: Morning Buzz",positive,0.454672068
C,11/27/2024 8:11,"Bank of America moves down FSB's 'too big to fail' list, Crédit Agricole advances",negative,0.409537762
HL,5/20/2024 10:06,"Commodity Roundup: Gold at record high, oil reverses gains",neutral,0.405424297
HL,5/20/2024 14:18,"Biggest stock movers today: Mining stocks, LI and more",neutral,0.434275597
HL,5/20/2024 19:48,Why Are Mining Stocks Up Today?,neutral,0.38455525
HL,5/21/2024 16:41,3 Discounted Precious Metal Stocks to Buy for 100% Returns,negative,0.420668036
HL,5/31/2024 1:47,Hecla Mining Company (HL) Receives a Buy from RBC Capital,positive,0.441132724
HL,6/7/2024 20:35,"Gold slides on strong U.S. jobs report, China buying pause 'double whammy'",positive,0.36946243
HL,6/19/2024 19:39,Vancouver Jr. Starts 2024 Exploration at Projects in Yukon and Colorado,negative,0.426990569
HL,7/11/2024 8:34,Hecla Mining reports preliminary second-quarter production,positive,0.425343454
HL,7/11/2024 20:26,Hecla Mining's Q2 Silver Output Rises 6% Sequentially,negative,0.385971487
HL,7/12/2024 10:25,Hecla Mining Company: Strong Q2 Production Results and Positive Growth Outlook Justify Buy Rating,neutral,0.378529757
HL,7/12/2024 15:33,Montana court dismisses 'bad actor' lawsuit impacting Hecla Mining project,positive,0.400936067
HL,7/12/2024 18:04,Endeavour Silver's Q2 Silver Production Declines 12% Y/Y,neutral,0.437992245
HL,7/16/2024 23:40,"Gold settles at all-time highs; Citi sees potential for continued gains to $3,000",negative,0.46669513
HL,7/19/2024 22:09,First Majestic Q2 Silver Production Rises Sequentially,negative,0.384684324
HL,8/5/2024 15:01,Hecla Mining is about to announce earnings — here's what Wall Street expects,positive,0.374999702
HL,8/6/2024 14:00,Here is the next potential market catalyst,positive,0.444682062
HL,8/7/2024 4:35,"Hecla Mining Non-GAAP EPS of $0.02 misses by $0.01, revenue of $245.66M beats by $33.97M",neutral,0.411805987
HL,8/7/2024 12:40,Hecla Mining declares $0.01375 dividend,neutral,0.445217401
HL,8/7/2024 12:42,Hecla Mining Company PFD CV SER B declares $0.875 dividend,positive,0.429616183
HL,8/8/2024 10:06,Hecla Mining Company: A Strong Buy Recommendation Amidst Record Revenue and Cost Efficiency,positive,0.470318794
HL,8/8/2024 12:42,Positive Outlook for Hecla Mining: Strong Revenue and Debt Reduction Underpin Buy Rating,positive,0.492010742
HL,8/8/2024 13:44,Roth MKM Sticks to Its Buy Rating for Hecla Mining Company (HL),neutral,0.497804552
HL,9/12/2024 21:55,Gold rallies to another record high; analyst says could go 'a lot higher',neutral,0.439428031
HL,9/13/2024 19:00,"Catalyst Watch: FOMC, FedEx earnings, Electronic Arts event, and triple witching day",negative,0.354073495
HL,9/14/2024 0:45,"U.S. gasoline prices poised to drop below $3/gallon ahead of election, analysts say",positive,0.39184159
HL,10/1/2024 9:08,"Analysts Offer Insights on Materials Companies: Hecla Mining Company (HL), American West Metals Ltd. (AU:AW1) and MP Materials (MP)",neutral,0.468138069
HL,10/7/2024 12:46,Roth MKM Keeps Their Buy Rating on Hecla Mining Company (HL),negative,0.435062736
HL,10/10/2024 1:49,Hecla Mining Company (HL) Receives a Buy from RBC Capital,negative,0.338135153
HL,10/21/2024 21:50,Gold racks up another record; banks see gold's rise running into 2025,positive,0.417634189
HL,11/4/2024 11:21,Hecla Mining names Carlos Aguiar as COO,positive,0.502188146
HL,11/4/2024 11:21,Hecla Mining says Rob Krcmarov to succeed Catherine Boggs as CEO,negative,0.37570712
HL,11/4/2024 11:23,Hecla Mining names Barrick exec Rob Krcmarov as CEO,positive,0.375980318
HL,11/4/2024 21:58,Hecla Mining Announces New Leadership Appointments,positive,0.354539275
HL,11/6/2024 12:00,Longboard Pharmaceuticals HSR waiting period expires for Lundbeck deal,positive,0.644532263
HL,11/6/2024 15:00,Here are the major earnings after the close today,negative,0.382805973
HL,11/6/2024 23:05,Hecla Mining sees 2024 production 442K-468K gold equivalent oz.,positive,0.377153009
HL,11/6/2024 23:05,"Hecla Mining reports Q3 adjusted EPS 3c, consensus 5c",positive,0.479693353
HL,11/6/2024 23:06,"Hecla Mining GAAP EPS of $0.00 misses by $0.03, revenue of $245.08M beats by $12.5M",positive,0.3709144
HL,11/7/2024 8:48,Hecla Mining declares $0.01375 dividend,neutral,0.404978931
HL,11/7/2024 16:55,Hecla Mining slides after cutting full-year silver production guidance,neutral,0.3871876
HL,11/7/2024 18:30,Hecla Mining call volume above normal and directionally bullish,neutral,0.386208653
HL,11/8/2024 4:54,Hecla Mining Reports Strong Q3 2024 Results,neutral,0.418283254
HL,11/8/2024 11:00,Hecla Mining price target raised to $11.50 from $10.25 at H.C. Wainwright,negative,0.470309138
HL,11/8/2024 11:08,Heiko Ihle Recommends ‘Buy’ for Hecla Mining on Improved Financial Performance and Strategic Resilience,negative,0.465405166
HL,11/8/2024 14:36,Hecla Mining downgraded to Sector Perform from Outperform at National Bank,neutral,0.477385759
HL,11/8/2024 14:59,Hecla Mining Company (HL) Gets a Hold from CIBC,negative,0.391908169
HL,11/8/2024 15:25,Hecla Mining call volume above normal and directionally bullish,negative,0.444894105
HL,11/11/2024 18:30,Hecla Mining price target lowered to $6.60 from $6.90 at Roth MKM,neutral,0.395434409
HL,11/12/2024 23:50,Gold adds to losses but analysts still see long-term safe-haven demand,positive,0.44565171
HL,11/13/2024 1:48,RBC Capital Sticks to Their Buy Rating for Hecla Mining Company (HL),negative,0.407543331
APH,7/24/2024 16:52,"APH Stock Earnings: Amphenol Beats EPS, Beats Revenue for Q2 2024",positive,0.367518425
APH,7/25/2024 2:25,Buy Rating for Amphenol: Strong Q2 Results and Strategic Market Positioning Signal Growth Ahead,positive,0.396508008
APH,7/25/2024 11:21,"Analysts Offer Insights on Technology Companies: ASGN (ASGN), Fortive (FTV) and Amphenol (APH)",neutral,0.345009774
APH,7/25/2024 11:25,Stifel Nicolaus Reaffirms Their Hold Rating on Amphenol (APH),positive,0.45422399
APH,7/25/2024 12:47,Amphenol (APH): New Buy Recommendation for This Technology Giant,neutral,0.364673406
APH,7/26/2024 7:11,Analysts Offer Insights on Technology Companies: Amphenol (APH) and ServiceNow (NOW),negative,0.403288484
APH,7/28/2024 1:40,Analysts Offer Insights on Technology Companies: ams AG (OtherAUKUF) and Amphenol (APH),positive,0.489110619
APH,8/1/2024 20:35,Amphenol’s Growth and Efficiency Acknowledged Amid Valuation Concerns: Giordano Maintains Hold Rating,negative,0.359471738
APH,8/15/2024 21:21,Philippe Laffont's Coatue Management ups Nvidia stake by nearly tenfold among top Q2 moves,positive,0.524153113
APH,8/23/2024 18:41,The 10 most actionable policies if Harris wins this November - Jefferies,neutral,0.421128631
APH,8/28/2024 12:18,Amphenol (APH): New Buy Recommendation for This Technology Giant,negative,0.458759725
APH,8/30/2024 9:26,Is it time to make portfolio changes before the 2024 U.S. election?,negative,0.376269281
APH,9/3/2024 19:45,Amphenol’s Stock Holds Strong Growth Potential Despite AI Sector Volatility: Analyst Top Pick with $75 Target Price,neutral,0.354001522
APH,9/4/2024 11:52,"Amphenol AI opportunity at risk, BofA says, downgrades to
 neutral",positive,0.371065706
APH,9/15/2024 13:36,Least shorted S&P 500 stocks in August,negative,0.345309913
APH,9/16/2024 15:33,Amphenol goes ex dividend tomorrow,positive,0.397682726
APH,9/23/2024 11:57,"New Buy Rating for Amphenol (APH), the Technology Giant",neutral,0.466845423
APH,9/24/2024 14:00,"Tech is the top performing sector through Q3, see what names stick out",neutral,0.406405836
APH,9/27/2024 12:30,"With tech the top performing sector in 2024, these names could have more room to run",positive,0.489011854
APH,10/9/2024 10:47,Balanced Hold Rating on Amphenol Amidst Mixed Sector Performance and Cautious Valuation,neutral,0.374729216
APH,10/21/2024 10:20,Amphenol placed on ‘Positive Catalyst Watch’ at JPMorgan,negative,0.434058249
APH,10/21/2024 11:56,Amphenol (APH): New Buy Recommendation for This Technology Giant,negative,0.484426469
APH,10/22/2024 15:25,Amphenol call volume above normal and directionally bullish,positive,0.432317704
APH,10/22/2024 16:20,Amphenol Q3 2024 Earnings Preview,positive,0.385477901
APH,10/22/2024 22:00,Here's the major earnings before the open tomorrow,negative,0.391290545
APH,10/23/2024 12:01,"Amphenol Non-GAAP EPS of $0.50 beats by $0.05, revenue of $4.04B beats by $230M",neutral,0.41183275
APH,10/23/2024 12:10,"Amphenol sees FY24 adjusted EPS $1.82-$1.84, consensus $1.76",positive,0.351562887
APH,10/23/2024 12:11,"Amphenol sees Q4 adjusted EPS 48c-50c, consensus 47c",neutral,0.42831108
APH,10/23/2024 12:12,"Amphenol reports Q3 adjusted EPS 50c, consensus 45c",positive,0.442531973
APH,10/23/2024 13:00,Morning Movers: AT&T rises and Coca-Cola falls following quarterly reports,negative,0.405591995
APH,10/23/2024 13:55,Early notable gainers among liquid option names on October 23rd,neutral,0.416969597
APH,10/23/2024 14:08,"Amphenol Corp. Q3 Profit Increases, Beats Estimates ",negative,0.392010689
APH,10/23/2024 14:17,"Amphenol Guides Q1, FY24 Above Estimates - Update ",neutral,0.40086922
APH,10/23/2024 18:30,Amphenol seeing ‘incremental tick-down’ in Europe,negative,0.413742036
APH,10/23/2024 20:35,Amphenol price target raised to $74 from $70 at BofA,negative,0.43560949
APH,10/24/2024 10:55,Amphenol price target raised to $77 from $71 at Baird,neutral,0.437495589
APH,10/24/2024 11:39,Amphenol (APH) Receives a New Rating from a Top Analyst,neutral,0.379109085
APH,10/24/2024 12:05,Amphenol (APH) Receives a Buy from Seaport Global,positive,0.485236585
APH,10/24/2024 12:16,Stifel Nicolaus Reaffirms Their Hold Rating on Amphenol (APH),neutral,0.353286624
APH,10/24/2024 12:21,Amphenol price target raised to $82 from $76 at Truist,positive,0.477288991
APH,10/24/2024 12:26,"New Buy Rating for Amphenol (APH), the Technology Giant",negative,0.54894048
APH,10/24/2024 13:30,Amphenol price target raised to $80 from $76 at Seaport Research,neutral,0.5005036
APH,10/24/2024 15:15,Amphenol’s Strong AI Sector Performance and Growth Potential Justify Buy Rating,negative,0.385964334
APH,10/24/2024 23:29,J.P. Morgan Remains a Buy on Amphenol (APH),neutral,0.336609751
APH,10/25/2024 0:25,Amphenol’s AI-Driven Growth and Valuation Uncertainty: A Hold Rating Perspective,positive,0.448439121
APH,10/25/2024 12:47,Amphenol price target raised to $63 from $60 at TD Cowen,neutral,0.391415715
APH,10/31/2024 12:13,Amphenol declares $0.165 dividend,negative,0.355157346
APH,11/20/2024 23:00,Amphenol management to meet with Truist,positive,0.522307277
APH,11/21/2024 16:47,"Nvidia's results seen as positive for Arista Networks, Amphenol, others: Evercore",negative,0.5861063
APH,11/22/2024 12:20,"Analysts Are Bullish on Top Technology Stocks: Amphenol (APH), Intuit (INTU)",negative,0.342205703
HPE,10/4/2024 19:00,"Catalyst Watch: Tesla's robotaxi reveal, AI events for Nvidia, AMD, and HP Enterprise",negative,0.492697805
HPE,10/8/2024 20:25,Hewlett Packard Enterprise: A Buy Rating on Strong AI Growth Prospects and Market-Leading Cooling Solutions,negative,0.372050732
HPE,10/9/2024 9:20,Analysts Conflicted on These Technology Names: Fortinet (FTNT) and Hewlett Packard Enterprise (HPE),neutral,0.393328577
HPE,10/11/2024 7:50,"Analysts Conflicted on These Technology Names: DigitalOcean Holdings (DOCN), Hewlett Packard Enterprise (HPE) and Zoom Video Communications (ZM)",negative,0.462627143
HPE,10/11/2024 8:56,Hold Rating on Hewlett Packard Enterprise Amid Future Prospects and Current Uncertainties,positive,0.378252238
HPE,10/11/2024 11:30,"Analysts Offer Insights on Technology Companies: Advanced Micro Devices (AMD), Hewlett Packard Enterprise (HPE) and Palo Alto Networks (PANW)",negative,0.349060953
HPE,10/11/2024 12:20,Analysts Offer Insights on Technology Companies: Hewlett Packard Enterprise (HPE) and Advanced Micro Devices (AMD),neutral,0.588168442
HPE,10/15/2024 14:26,Juniper Networks ticks higher on report HPE CEO says deal could be `weeks away',neutral,0.377260208
HPE,10/22/2024 18:35,DA Davidson technology analysts hold an analyst/industry conference call,positive,0.477349609
HPE,10/30/2024 13:46,Unusually active option classes on open October 30th,negative,0.3639175
HPE,10/30/2024 14:25,Hewlett Packard Enterprise call volume above normal and directionally bullish,negative,0.437993795
HPE,10/30/2024 20:18,"Analysts bail on Super Micro, but contagion is limited as AI trade rolls on",positive,0.417684048
HPE,10/31/2024 20:27,"Juniper reports Q3 EPS 48c, consensus 44c",neutral,0.347883254
HPE,11/1/2024 16:05,Hewlett Packard Enterprise call volume above normal and directionally bullish,neutral,0.391778797
HPE,11/4/2024 17:38,HPE CEO tells BI why he's redoubling DEI initiatives as some companies waver,neutral,0.403248101
HPE,11/5/2024 21:49,Super Micro just reported preliminary Q1 results. Here's why the stock is tanking.,positive,0.419767171
HPE,11/6/2024 11:40,"Citi sees Dell, HP Enterprise benefitting from Supermicro’s ‘woes’",positive,0.485912114
HPE,11/6/2024 13:41,"Super Micro tumbles as Wall Street is not impressed with Q1 results, audit issues",neutral,0.432289153
HPE,11/6/2024 14:00,"Dell, HP Enterprise likely to benefit from Super Micro's woes: Citi",negative,0.395006686
HPE,11/7/2024 22:49,Hewlett Packard Enterprise Declares Dividend on Preferred Stock,neutral,0.397629112
HPE,11/12/2024 7:40,"Analysts’ Opinions Are Mixed on These Technology Stocks: Hewlett Packard Enterprise (HPE), ARM Holdings PLC ADR (ARM) and Monday.com (MNDY)",neutral,0.447113037
HPE,11/12/2024 18:51,Juniper Networks falls as DOJ sues to block Amedisys sale to UnitedHealth,neutral,0.415026844
HPE,11/13/2024 14:09,NetApp initiated with Perform rating at Oppenheimer,negative,0.484968454
HPE,11/14/2024 22:05,"Whale Rock Capital dumps Apple, adds Applied Optoelectronics, among Q3 trades",neutral,0.362607598
HPE,11/15/2024 13:16,Morgan Stanley Remains a Hold on Hewlett Packard Enterprise (HPE),negative,0.37023589
HPE,11/15/2024 19:41,Juniper Networks falls amid reports on DOJ review of HPE deal (update),positive,0.463499457
HPE,11/18/2024 9:25,HP Enterprise upgraded to Strong Buy from Outperform at Raymond James,negative,0.524587035
HPE,11/18/2024 10:14,Hewlett Packard Enterprise (HPE) Receives a Rating Update from a Top Analyst,positive,0.380159408
HPE,11/18/2024 10:40,Raymond James upgrades HP Enterprise to Strong Buy on Juniper catalyst,neutral,0.436231494
HPE,11/18/2024 14:35,"Roku, Robinhood upgraded: Wall Street’s top analyst calls",negative,0.40821141
HPE,11/18/2024 17:48,Juniper Networks sinks as investors await DOJ decision on HPE deal,neutral,0.563759089
HPE,11/18/2024 18:05,AMD says ‘thrilled to see’ El Capitan become fastest supercomputer in the world,negative,0.416162848
HPE,11/19/2024 0:05,"Juniper, HP Enterprise met with DOJ to urge not to block merger, Bloomberg says",negative,0.354567051
HPE,11/19/2024 1:20,"Juniper Networks, HPE met with DOJ last week in effort to save  $14B deal - Bloomberg",neutral,0.468849689
HPE,11/19/2024 2:25,HP Enterprise price target raised to $23 from $20 at Citi,positive,0.340304762
HPE,11/19/2024 11:21,"Antitrust officials preparing final moves aimed at Big Tech, WSJ reports",positive,0.405240566
HPE,11/19/2024 17:05,"Walmart higher, Lowe’s lower after earnings: Morning Buzz",negative,0.337145507
HPE,11/19/2024 17:45,Trump Trade: President-elect seeks to kill Biden fuel-efficiency rules,neutral,0.478951752
HPE,11/20/2024 12:35,Deloitte announces expanded collaboration with HP Enterprise,neutral,0.3597188
HPE,11/20/2024 13:44,Deloitte and Hewlett Packard Enterprise collaborate to deliver AI capabilities,positive,0.471386224
HPE,11/20/2024 14:29,"Deloitte, HPE Private Cloud, NVIDIA AI Platforms To Enable On-premises, Co-location AI Deployments ",positive,0.515971303
HPE,11/20/2024 21:27,"Juniper Networks gains as HPE, Juniper CEO tout benefits of deal at conference (update)",neutral,0.393963605
HPE,11/21/2024 14:06,"Nvidia results have positive read through for enterprise AI demand, says Citi",neutral,0.446151048
HPE,11/21/2024 16:47,"Nvidia's results seen as positive for Arista Networks, Amphenol, others: Evercore",positive,0.416130722
HPE,11/22/2024 11:50,"Analysts’ Opinions Are Mixed on These Technology Stocks: Intuit (INTU), Clearwater Analytics Holdings (CWAN) and Hewlett Packard Enterprise (HPE)",positive,0.459750682
HPE,11/22/2024 13:17,"NetApp rises after 'strong' Q2 results, but analysts remain largely neutral",positive,0.41617623
HPE,11/23/2024 14:37,"Notable analyst calls this week: Roku, Nvidia and Biogen among top picks",neutral,0.407326996
HPE,11/23/2024 17:25,Super Micro Computer up 78% this week; What has changed since auditor exit?,neutral,0.372383803
HPE,11/24/2024 13:01,"Earnings week ahead: CRWD, DELL, ZM, WDAY, HPQ, M, BBY and more",neutral,0.443994105
HPE,11/27/2024 13:25,"Dell's results and guidance were 'lumpy,' but Wall Street is keeping the faith",neutral,0.401395112
ZETA,11/12/2024 13:33,"Zeta dips but analysts remain bullish after 'strong' Q3, initial 'conservative' 2025 outlook",positive,0.462159336
ZETA,11/12/2024 13:50,Zeta Global price target raised to $42 from $39 at DA Davidson,positive,0.365306318
ZETA,11/12/2024 14:17,Bank of America Securities Remains a Buy on Zeta Global Holdings Corp (ZETA),negative,0.379014492
ZETA,11/12/2024 14:21,Zeta Global price target raised to $45 from $37 at Craig-Hallum,neutral,0.651634991
ZETA,11/12/2024 14:41,"Biggest stock movers Tuesday: SHOP, HON, LYV, GRAB, and more",neutral,0.48011294
